local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2022-12-31 21:00:00-03:00,0.055,0.052000000000000005,0.022,9.371
2022-12-31 22:00:00-03:00,0.0,0.0,0.0,7.688
2022-12-31 23:00:00-03:00,0.0,0.0,0.0,6.629
2023-01-01 00:00:00-03:00,0.0,0.0,0.0,6.184
2023-01-01 01:00:00-03:00,0.0,0.0,0.0,6.148
2023-01-01 02:00:00-03:00,0.0,0.0,0.0,6.038
2023-01-01 03:00:00-03:00,0.0,0.0,0.0,5.895
2023-01-01 04:00:00-03:00,0.0,0.0,0.0,5.803
2023-01-01 05:00:00-03:00,0.001,0.004,0.004,5.7940000000000005
2023-01-01 06:00:00-03:00,0.052000000000000005,0.028,0.042,6.249
2023-01-01 07:00:00-03:00,0.131,0.052000000000000005,0.101,7.1
2023-01-01 08:00:00-03:00,0.295,0.15,0.18,8.265
2023-01-01 09:00:00-03:00,0.254,0.07200000000000001,0.214,9.025
2023-01-01 10:00:00-03:00,0.217,0.031,0.215,9.238
2023-01-01 11:00:00-03:00,0.159,0.011,0.17400000000000002,8.812
2023-01-01 12:00:00-03:00,0.214,0.015,0.228,9.07
2023-01-01 13:00:00-03:00,0.28,0.018000000000000002,0.298,10.148
2023-01-01 14:00:00-03:00,0.267,0.021,0.28200000000000003,10.914
2023-01-01 15:00:00-03:00,0.227,0.021,0.23800000000000002,11.048
2023-01-01 16:00:00-03:00,0.314,0.073,0.28300000000000003,11.543
2023-01-01 17:00:00-03:00,0.47600000000000003,0.28300000000000003,0.264,12.013
2023-01-01 18:00:00-03:00,0.393,0.23700000000000002,0.21,11.72
2023-01-01 19:00:00-03:00,0.281,0.17,0.149,11.055
2023-01-01 20:00:00-03:00,0.089,0.041,0.069,9.927
2023-01-01 21:00:00-03:00,0.018000000000000002,0.018000000000000002,0.014,8.942
2023-01-01 22:00:00-03:00,0.0,0.0,0.0,8.183
2023-01-01 23:00:00-03:00,0.0,0.0,0.0,7.43
2023-01-02 00:00:00-03:00,0.0,0.0,0.0,6.7379999999999995
2023-01-02 01:00:00-03:00,0.0,0.0,0.0,6.296
2023-01-02 02:00:00-03:00,0.0,0.0,0.0,5.98
2023-01-02 03:00:00-03:00,0.0,0.0,0.0,5.739
2023-01-02 04:00:00-03:00,0.0,0.0,0.0,5.538
2023-01-02 05:00:00-03:00,0.007,0.013000000000000001,0.004,5.352
2023-01-02 06:00:00-03:00,0.177,0.148,0.053,5.686
2023-01-02 07:00:00-03:00,0.38,0.313,0.108,6.665
2023-01-02 08:00:00-03:00,0.551,0.47700000000000004,0.15,7.84
2023-01-02 09:00:00-03:00,0.625,0.535,0.19,9.032
2023-01-02 10:00:00-03:00,0.677,0.577,0.224,10.416
2023-01-02 11:00:00-03:00,0.661,0.514,0.269,11.35
2023-01-02 12:00:00-03:00,0.645,0.453,0.311,11.798
2023-01-02 13:00:00-03:00,0.677,0.467,0.342,12.231
2023-01-02 14:00:00-03:00,0.6920000000000001,0.526,0.306,12.58
2023-01-02 15:00:00-03:00,0.679,0.537,0.277,12.623
2023-01-02 16:00:00-03:00,0.64,0.507,0.252,12.374
2023-01-02 17:00:00-03:00,0.6960000000000001,0.644,0.191,12.19
2023-01-02 18:00:00-03:00,0.655,0.622,0.152,11.349
2023-01-02 19:00:00-03:00,0.34,0.248,0.135,9.715
2023-01-02 20:00:00-03:00,0.056,0.023,0.052000000000000005,8.085
2023-01-02 21:00:00-03:00,0.008,0.008,0.011,6.759
2023-01-02 22:00:00-03:00,0.0,0.0,0.0,6.02
