local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2022-12-31 21:00:00-03:00,0.05,0.046,0.023,8.382
2022-12-31 22:00:00-03:00,0.0,0.0,0.0,6.856
2022-12-31 23:00:00-03:00,0.0,0.0,0.0,6.079
2023-01-01 00:00:00-03:00,0.0,0.0,0.0,5.806
2023-01-01 01:00:00-03:00,0.0,0.0,0.0,5.746
2023-01-01 02:00:00-03:00,0.0,0.0,0.0,5.638
2023-01-01 03:00:00-03:00,0.0,0.0,0.0,5.527
2023-01-01 04:00:00-03:00,0.0,0.0,0.0,5.46
2023-01-01 05:00:00-03:00,0.0,0.003,0.003,5.466
2023-01-01 06:00:00-03:00,0.046,0.024,0.039,5.86
2023-01-01 07:00:00-03:00,0.112,0.04,0.093,6.635
2023-01-01 08:00:00-03:00,0.26,0.11800000000000001,0.17400000000000002,7.7219999999999995
2023-01-01 09:00:00-03:00,0.281,0.093,0.222,8.561
2023-01-01 10:00:00-03:00,0.197,0.025,0.2,8.559
2023-01-01 11:00:00-03:00,0.17200000000000001,0.013000000000000001,0.186,8.318
2023-01-01 12:00:00-03:00,0.247,0.022,0.256,8.919
2023-01-01 13:00:00-03:00,0.314,0.026000000000000002,0.328,9.858
2023-01-01 14:00:00-03:00,0.312,0.032,0.32,10.385
2023-01-01 15:00:00-03:00,0.28200000000000003,0.037,0.28200000000000003,10.525
2023-01-01 16:00:00-03:00,0.435,0.18,0.316,11.174
2023-01-01 17:00:00-03:00,0.446,0.24,0.268,11.264
2023-01-01 18:00:00-03:00,0.307,0.139,0.20800000000000002,10.855
2023-01-01 19:00:00-03:00,0.20700000000000002,0.094,0.14200000000000002,10.183
2023-01-01 20:00:00-03:00,0.095,0.044,0.07200000000000001,9.232
2023-01-01 21:00:00-03:00,0.019,0.017,0.015,8.347
2023-01-01 22:00:00-03:00,0.0,0.0,0.0,7.515
2023-01-01 23:00:00-03:00,0.0,0.0,0.0,6.767
2023-01-02 00:00:00-03:00,0.0,0.0,0.0,6.2
2023-01-02 01:00:00-03:00,0.0,0.0,0.0,5.815
2023-01-02 02:00:00-03:00,0.0,0.0,0.0,5.522
2023-01-02 03:00:00-03:00,0.0,0.0,0.0,5.292
2023-01-02 04:00:00-03:00,0.0,0.0,0.0,5.103
2023-01-02 05:00:00-03:00,0.003,0.008,0.003,4.933
2023-01-02 06:00:00-03:00,0.125,0.097,0.049,5.218
2023-01-02 07:00:00-03:00,0.308,0.231,0.11,6.074
2023-01-02 08:00:00-03:00,0.489,0.391,0.158,7.186
2023-01-02 09:00:00-03:00,0.619,0.523,0.192,8.547
2023-01-02 10:00:00-03:00,0.647,0.524,0.234,9.883
2023-01-02 11:00:00-03:00,0.626,0.451,0.28300000000000003,10.696
2023-01-02 12:00:00-03:00,0.642,0.439,0.317,11.233
