local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2020-12-31 21:00:00-03:00,0.0,0.001,0.005,12.661
2020-12-31 22:00:00-03:00,0.0,0.0,0.0,12.019
2020-12-31 23:00:00-03:00,0.0,0.0,0.0,11.519
2021-01-01 00:00:00-03:00,0.0,0.0,0.0,11.224
2021-01-01 01:00:00-03:00,0.0,0.0,0.0,11.027
2021-01-01 02:00:00-03:00,0.0,0.0,0.0,10.715
2021-01-01 03:00:00-03:00,0.0,0.0,0.0,10.425
2021-01-01 04:00:00-03:00,0.0,0.0,0.0,10.199
2021-01-01 05:00:00-03:00,0.012,0.018000000000000002,0.007,10.101
2021-01-01 06:00:00-03:00,0.091,0.059000000000000004,0.055,10.946
2021-01-01 07:00:00-03:00,0.066,0.014,0.073,11.756
2021-01-01 08:00:00-03:00,0.084,0.01,0.097,12.345
2021-01-01 09:00:00-03:00,0.09,0.007,0.107,12.669
2021-01-01 10:00:00-03:00,0.153,0.013000000000000001,0.169,13.381
2021-01-01 11:00:00-03:00,0.164,0.011,0.183,14.016
2021-01-01 12:00:00-03:00,0.181,0.01,0.203,14.771
2021-01-01 13:00:00-03:00,0.215,0.009000000000000001,0.243,15.712
2021-01-01 14:00:00-03:00,0.252,0.019,0.275,16.951
2021-01-01 15:00:00-03:00,0.251,0.029,0.265,17.969
2021-01-01 16:00:00-03:00,0.242,0.038,0.248,18.38
2021-01-01 17:00:00-03:00,0.30000000000000004,0.098,0.253,18.489
2021-01-01 18:00:00-03:00,0.333,0.178,0.212,18.304
2021-01-01 19:00:00-03:00,0.269,0.164,0.15,17.467
2021-01-01 20:00:00-03:00,0.13,0.078,0.08,16.101
2021-01-01 21:00:00-03:00,0.029,0.03,0.016,14.725999999999999
2021-01-01 22:00:00-03:00,0.0,0.0,0.0,13.52
2021-01-01 23:00:00-03:00,0.0,0.0,0.0,12.556000000000001
2021-01-02 00:00:00-03:00,0.0,0.0,0.0,11.706
2021-01-02 01:00:00-03:00,0.0,0.0,0.0,10.903
2021-01-02 02:00:00-03:00,0.0,0.0,0.0,10.152
2021-01-02 03:00:00-03:00,0.0,0.0,0.0,9.533
2021-01-02 04:00:00-03:00,0.0,0.0,0.0,9.096
2021-01-02 05:00:00-03:00,0.039,0.05,0.007,8.787
2021-01-02 06:00:00-03:00,0.303,0.28500000000000003,0.055,9.005
2021-01-02 07:00:00-03:00,0.541,0.526,0.094,9.832
2021-01-02 08:00:00-03:00,0.6930000000000001,0.7030000000000001,0.122,10.93
2021-01-02 09:00:00-03:00,0.763,0.781,0.151,12.12
2021-01-02 10:00:00-03:00,0.8,0.8170000000000001,0.177,13.241
2021-01-02 11:00:00-03:00,0.8260000000000001,0.846,0.195,14.311
2021-01-02 12:00:00-03:00,0.8290000000000001,0.849,0.202,15.193
2021-01-02 13:00:00-03:00,0.803,0.8220000000000001,0.191,15.803
2021-01-02 14:00:00-03:00,0.786,0.771,0.218,16.009
2021-01-02 15:00:00-03:00,0.745,0.6970000000000001,0.229,16.016
2021-01-02 16:00:00-03:00,0.704,0.649,0.215,15.782
2021-01-02 17:00:00-03:00,0.622,0.55,0.197,15.258
2021-01-02 18:00:00-03:00,0.482,0.39,0.17200000000000001,14.578
2021-01-02 19:00:00-03:00,0.275,0.186,0.13,13.741
2021-01-02 20:00:00-03:00,0.16,0.117,0.07200000000000001,12.671
2021-01-02 21:00:00-03:00,0.037,0.036000000000000004,0.018000000000000002,11.19
2021-01-02 22:00:00-03:00,0.0,0.0,0.0,9.928
2021-01-02 23:00:00-03:00,0.0,0.0,0.0,8.994
2021-01-03 00:00:00-03:00,0.0,0.0,0.0,8.347
2021-01-03 01:00:00-03:00,0.0,0.0,0.0,8.001
2021-01-03 02:00:00-03:00,0.0,0.0,0.0,7.83
2021-01-03 03:00:00-03:00,0.0,0.0,0.0,7.715
2021-01-03 04:00:00-03:00,0.0,0.0,0.0,7.517
2021-01-03 05:00:00-03:00,0.017,0.025,0.006,7.153
2021-01-03 06:00:00-03:00,0.245,0.215,0.06,7.312
2021-01-03 07:00:00-03:00,0.465,0.41300000000000003,0.111,8.085
2021-01-03 08:00:00-03:00,0.559,0.481,0.159,9.033
2021-01-03 09:00:00-03:00,0.609,0.503,0.20600000000000002,9.979
2021-01-03 10:00:00-03:00,0.651,0.521,0.246,10.798
2021-01-03 11:00:00-03:00,0.41600000000000004,0.156,0.316,10.91
2021-01-03 12:00:00-03:00,0.36,0.079,0.328,11.11
2021-01-03 13:00:00-03:00,0.34,0.039,0.34600000000000003,11.137
2021-01-03 14:00:00-03:00,0.311,0.041,0.311,11.299
2021-01-03 15:00:00-03:00,0.265,0.039,0.262,11.221
2021-01-03 16:00:00-03:00,0.263,0.052000000000000005,0.247,11.024
2021-01-03 17:00:00-03:00,0.292,0.097,0.23500000000000001,11.042
2021-01-03 18:00:00-03:00,0.327,0.17300000000000001,0.197,10.951
2021-01-03 19:00:00-03:00,0.21,0.106,0.134,10.284
2021-01-03 20:00:00-03:00,0.11,0.062,0.07100000000000001,9.318
2021-01-03 21:00:00-03:00,0.013000000000000001,0.013000000000000001,0.013000000000000001,8.084
2021-01-03 22:00:00-03:00,0.0,0.0,0.0,7.244
2021-01-03 23:00:00-03:00,0.0,0.0,0.0,6.559
2021-01-04 00:00:00-03:00,0.0,0.0,0.0,5.881
2021-01-04 01:00:00-03:00,0.0,0.0,0.0,5.723
2021-01-04 02:00:00-03:00,0.0,0.0,0.0,5.744
2021-01-04 03:00:00-03:00,0.0,0.0,0.0,5.711
2021-01-04 04:00:00-03:00,0.0,0.0,0.0,5.571
2021-01-04 05:00:00-03:00,0.018000000000000002,0.026000000000000002,0.006,5.28
2021-01-04 06:00:00-03:00,0.189,0.157,0.056,5.721
2021-01-04 07:00:00-03:00,0.383,0.314,0.111,6.917
2021-01-04 08:00:00-03:00,0.553,0.47800000000000004,0.153,8.264
2021-01-04 09:00:00-03:00,0.54,0.41000000000000003,0.209,9.525
2021-01-04 10:00:00-03:00,0.534,0.356,0.26,10.692
2021-01-04 11:00:00-03:00,0.666,0.523,0.269,12.019
2021-01-04 12:00:00-03:00,0.686,0.532,0.294,13.066
2021-01-04 13:00:00-03:00,0.634,0.382,0.374,13.707
2021-01-04 14:00:00-03:00,0.524,0.242,0.371,14.139
2021-01-04 15:00:00-03:00,0.562,0.352,0.312,14.937
2021-01-04 16:00:00-03:00,0.535,0.355,0.275,15.292
2021-01-04 17:00:00-03:00,0.502,0.356,0.233,15.175
2021-01-04 18:00:00-03:00,0.47500000000000003,0.371,0.181,14.539
2021-01-04 19:00:00-03:00,0.30000000000000004,0.209,0.135,13.276
2021-01-04 20:00:00-03:00,0.079,0.04,0.061,11.761
2021-01-04 21:00:00-03:00,0.005,0.006,0.009000000000000001,10.399000000000001
2021-01-04 22:00:00-03:00,0.0,0.0,0.0,9.241
2021-01-04 23:00:00-03:00,0.0,0.0,0.0,8.161
2021-01-05 00:00:00-03:00,0.0,0.0,0.0,7.343
2021-01-05 01:00:00-03:00,0.0,0.0,0.0,6.779
2021-01-05 02:00:00-03:00,0.0,0.0,0.0,6.201
2021-01-05 03:00:00-03:00,0.0,0.0,0.0,5.591
2021-01-05 04:00:00-03:00,0.0,0.0,0.0,5.156
2021-01-05 05:00:00-03:00,0.03,0.04,0.006,4.958
2021-01-05 06:00:00-03:00,0.309,0.28500000000000003,0.057,6.178
2021-01-05 07:00:00-03:00,0.516,0.481,0.10300000000000001,8.015
2021-01-05 08:00:00-03:00,0.631,0.594,0.14300000000000002,9.953
2021-01-05 09:00:00-03:00,0.654,0.585,0.189,11.442
2021-01-05 10:00:00-03:00,0.668,0.5660000000000001,0.232,12.67
2021-01-05 11:00:00-03:00,0.623,0.456,0.28600000000000003,13.523
2021-01-05 12:00:00-03:00,0.5750000000000001,0.341,0.339,14.186
2021-01-05 13:00:00-03:00,0.542,0.219,0.419,14.52
2021-01-05 14:00:00-03:00,0.431,0.128,0.371,14.528
2021-01-05 15:00:00-03:00,0.279,0.05,0.271,14.164
2021-01-05 16:00:00-03:00,0.186,0.024,0.194,13.749
2021-01-05 17:00:00-03:00,0.23800000000000002,0.064,0.211,13.884
2021-01-05 18:00:00-03:00,0.382,0.248,0.192,14.195
2021-01-05 19:00:00-03:00,0.354,0.272,0.135,14.036
2021-01-05 20:00:00-03:00,0.189,0.14400000000000002,0.077,13.26
2021-01-05 21:00:00-03:00,0.024,0.022,0.017,11.285
2021-01-05 22:00:00-03:00,0.0,0.0,0.0,10.086
2021-01-05 23:00:00-03:00,0.0,0.0,0.0,9.565
2021-01-06 00:00:00-03:00,0.0,0.0,0.0,9.057
2021-01-06 01:00:00-03:00,0.0,0.0,0.0,8.578
2021-01-06 02:00:00-03:00,0.0,0.0,0.0,8.327
2021-01-06 03:00:00-03:00,0.0,0.0,0.0,8.437
2021-01-06 04:00:00-03:00,0.0,0.0,0.0,8.308
2021-01-06 05:00:00-03:00,0.0,0.002,0.003,8.164
