local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2021-12-31 21:00:00-03:00,0.022,0.02,0.016,8.063
2021-12-31 22:00:00-03:00,0.0,0.0,0.0,7.029
2021-12-31 23:00:00-03:00,0.0,0.0,0.0,6.631
2022-01-01 00:00:00-03:00,0.0,0.0,0.0,6.404
2022-01-01 01:00:00-03:00,0.0,0.0,0.0,6.406
2022-01-01 02:00:00-03:00,0.0,0.0,0.0,6.49
2022-01-01 03:00:00-03:00,0.0,0.0,0.0,6.604
2022-01-01 04:00:00-03:00,0.0,0.0,0.0,6.748
2022-01-01 05:00:00-03:00,0.0,0.001,0.002,6.755
2022-01-01 06:00:00-03:00,0.01,0.003,0.018000000000000002,6.686
2022-01-01 07:00:00-03:00,0.035,0.005,0.046,7.093
2022-01-01 08:00:00-03:00,0.07200000000000001,0.007,0.085,8.311
2022-01-01 09:00:00-03:00,0.125,0.012,0.137,10.415
2022-01-01 10:00:00-03:00,0.177,0.018000000000000002,0.19,12.532
2022-01-01 11:00:00-03:00,0.217,0.021,0.232,14.16
2022-01-01 12:00:00-03:00,0.242,0.02,0.262,15.203
2022-01-01 13:00:00-03:00,0.259,0.014,0.28600000000000003,15.446
2022-01-01 14:00:00-03:00,0.219,0.012,0.243,15.019
2022-01-01 15:00:00-03:00,0.196,0.014,0.215,14.23
2022-01-01 16:00:00-03:00,0.343,0.092,0.302,14.682
2022-01-01 17:00:00-03:00,0.428,0.223,0.273,14.884
2022-01-01 18:00:00-03:00,0.299,0.134,0.21,13.849
2022-01-01 19:00:00-03:00,0.17300000000000001,0.067,0.135,12.344
2022-01-01 20:00:00-03:00,0.08,0.034,0.067,10.988
2022-01-01 21:00:00-03:00,0.021,0.021,0.014,9.42
2022-01-01 22:00:00-03:00,0.0,0.0,0.0,7.8
2022-01-01 23:00:00-03:00,0.0,0.0,0.0,6.598
2022-01-02 00:00:00-03:00,0.0,0.0,0.0,5.654
2022-01-02 01:00:00-03:00,0.0,0.0,0.0,4.913
2022-01-02 02:00:00-03:00,0.0,0.0,0.0,4.394
2022-01-02 03:00:00-03:00,0.0,0.0,0.0,4.027
