local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2022-12-31 21:00:00-03:00,0.048,0.045,0.021,10.033
2022-12-31 22:00:00-03:00,0.0,0.0,0.0,8.439
2022-12-31 23:00:00-03:00,0.0,0.0,0.0,7.456
2023-01-01 00:00:00-03:00,0.0,0.0,0.0,7.018
2023-01-01 01:00:00-03:00,0.0,0.0,0.0,6.865
2023-01-01 02:00:00-03:00,0.0,0.0,0.0,6.641
2023-01-01 03:00:00-03:00,0.0,0.0,0.0,6.424
2023-01-01 04:00:00-03:00,0.0,0.0,0.0,6.417
2023-01-01 05:00:00-03:00,0.004,0.008,0.005,6.601
2023-01-01 06:00:00-03:00,0.055,0.028,0.045,7.054
2023-01-01 07:00:00-03:00,0.327,0.24,0.125,7.885
2023-01-01 08:00:00-03:00,0.443,0.317,0.182,8.947
2023-01-01 09:00:00-03:00,0.353,0.158,0.23900000000000002,9.692
2023-01-01 10:00:00-03:00,0.307,0.08,0.265,10.094
2023-01-01 11:00:00-03:00,0.199,0.018000000000000002,0.21,9.608
2023-01-01 12:00:00-03:00,0.184,0.011,0.2,9.102
2023-01-01 13:00:00-03:00,0.23900000000000002,0.012,0.259,9.312
2023-01-01 14:00:00-03:00,0.221,0.014,0.23800000000000002,10.078
2023-01-01 15:00:00-03:00,0.183,0.013000000000000001,0.199,10.495
2023-01-01 16:00:00-03:00,0.166,0.014,0.18,10.724
2023-01-01 17:00:00-03:00,0.271,0.07200000000000001,0.23600000000000002,11.366
2023-01-01 18:00:00-03:00,0.334,0.171,0.20700000000000002,11.533
2023-01-01 19:00:00-03:00,0.248,0.137,0.145,11.138
2023-01-01 20:00:00-03:00,0.053,0.018000000000000002,0.055,10.305
2023-01-01 21:00:00-03:00,0.022,0.021,0.015,9.419
2023-01-01 22:00:00-03:00,0.0,0.0,0.0,8.861
2023-01-01 23:00:00-03:00,0.0,0.0,0.0,8.304
2023-01-02 00:00:00-03:00,0.0,0.0,0.0,7.535
2023-01-02 01:00:00-03:00,0.0,0.0,0.0,7.115
2023-01-02 02:00:00-03:00,0.0,0.0,0.0,6.845
2023-01-02 03:00:00-03:00,0.0,0.0,0.0,6.6370000000000005
2023-01-02 04:00:00-03:00,0.0,0.0,0.0,6.417
2023-01-02 05:00:00-03:00,0.01,0.016,0.006,6.237
2023-01-02 06:00:00-03:00,0.151,0.11900000000000001,0.055,6.493
2023-01-02 07:00:00-03:00,0.35000000000000003,0.276,0.113,7.217
2023-01-02 08:00:00-03:00,0.509,0.418,0.158,8.106
2023-01-02 09:00:00-03:00,0.456,0.296,0.218,8.939
2023-01-02 10:00:00-03:00,0.531,0.35000000000000003,0.259,10.054
2023-01-02 11:00:00-03:00,0.683,0.549,0.262,11.039
2023-01-02 12:00:00-03:00,0.681,0.517,0.295,11.547
2023-01-02 13:00:00-03:00,0.672,0.453,0.34700000000000003,11.953
2023-01-02 14:00:00-03:00,0.646,0.438,0.329,12.155
2023-01-02 15:00:00-03:00,0.674,0.529,0.277,12.396
2023-01-02 16:00:00-03:00,0.656,0.536,0.245,12.377
2023-01-02 17:00:00-03:00,0.633,0.543,0.20600000000000002,12.12
2023-01-02 18:00:00-03:00,0.625,0.578,0.157,11.487
2023-01-02 19:00:00-03:00,0.377,0.292,0.133,10.202
2023-01-02 20:00:00-03:00,0.115,0.068,0.069,8.826
2023-01-02 21:00:00-03:00,0.014,0.014,0.013000000000000001,7.643
2023-01-02 22:00:00-03:00,0.0,0.0,0.0,6.779
2023-01-02 23:00:00-03:00,0.0,0.0,0.0,6.451
2023-01-03 00:00:00-03:00,0.0,0.0,0.0,6.609
2023-01-03 01:00:00-03:00,0.0,0.0,0.0,6.982
2023-01-03 02:00:00-03:00,0.0,0.0,0.0,7.471
2023-01-03 03:00:00-03:00,0.0,0.0,0.0,7.16
2023-01-03 04:00:00-03:00,0.0,0.0,0.0,5.876
2023-01-03 05:00:00-03:00,0.019,0.027,0.006,4.904
2023-01-03 06:00:00-03:00,0.183,0.151,0.055,4.891
2023-01-03 07:00:00-03:00,0.445,0.388,0.106,5.675
2023-01-03 08:00:00-03:00,0.5760000000000001,0.509,0.147,6.984
2023-01-03 09:00:00-03:00,0.642,0.559,0.186,8.207
2023-01-03 10:00:00-03:00,0.6890000000000001,0.595,0.218,9.496
2023-01-03 11:00:00-03:00,0.723,0.625,0.243,10.958
2023-01-03 12:00:00-03:00,0.8180000000000001,0.791,0.222,12.156
2023-01-03 13:00:00-03:00,0.8140000000000001,0.806,0.20500000000000002,12.673
2023-01-03 14:00:00-03:00,0.811,0.789,0.219,12.969
2023-01-03 15:00:00-03:00,0.809,0.789,0.216,12.964
2023-01-03 16:00:00-03:00,0.8,0.796,0.194,12.721
2023-01-03 17:00:00-03:00,0.72,0.6900000000000001,0.18,12.336
2023-01-03 18:00:00-03:00,0.385,0.25,0.186,11.376
2023-01-03 19:00:00-03:00,0.089,0.023,0.088,10.213
2023-01-03 20:00:00-03:00,0.075,0.037,0.059000000000000004,9.293
2023-01-03 21:00:00-03:00,0.003,0.004,0.008,7.875
2023-01-03 22:00:00-03:00,0.0,0.0,0.0,7.318
2023-01-03 23:00:00-03:00,0.0,0.0,0.0,7.866
