local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2021-12-31 21:00:00-03:00,0.012,0.009000000000000001,0.016,6.687
2021-12-31 22:00:00-03:00,0.0,0.0,0.0,5.932
2021-12-31 23:00:00-03:00,0.0,0.0,0.0,5.606
2022-01-01 00:00:00-03:00,0.0,0.0,0.0,5.238
2022-01-01 01:00:00-03:00,0.0,0.0,0.0,4.796
2022-01-01 02:00:00-03:00,0.0,0.0,0.0,4.5280000000000005
2022-01-01 03:00:00-03:00,0.0,0.0,0.0,4.524
2022-01-01 04:00:00-03:00,0.0,0.0,0.0,4.672
2022-01-01 05:00:00-03:00,0.0,0.001,0.002,4.757
2022-01-01 06:00:00-03:00,0.011,0.003,0.019,4.944
2022-01-01 07:00:00-03:00,0.041,0.006,0.052000000000000005,5.537
2022-01-01 08:00:00-03:00,0.084,0.01,0.094,6.746
2022-01-01 09:00:00-03:00,0.125,0.013000000000000001,0.136,8.669
2022-01-01 10:00:00-03:00,0.17400000000000002,0.018000000000000002,0.185,10.727
2022-01-01 11:00:00-03:00,0.234,0.026000000000000002,0.242,12.21
2022-01-01 12:00:00-03:00,0.263,0.026000000000000002,0.275,12.539
2022-01-01 13:00:00-03:00,0.327,0.028,0.34500000000000003,12.541
2022-01-01 14:00:00-03:00,0.362,0.052000000000000005,0.362,12.886
2022-01-01 15:00:00-03:00,0.423,0.129,0.357,13.254
2022-01-01 16:00:00-03:00,0.424,0.166,0.32,12.844
2022-01-01 17:00:00-03:00,0.34500000000000003,0.126,0.266,11.977
2022-01-01 18:00:00-03:00,0.231,0.07,0.194,11.073
2022-01-01 19:00:00-03:00,0.131,0.035,0.121,9.994
2022-01-01 20:00:00-03:00,0.10300000000000001,0.048,0.077,8.777
2022-01-01 21:00:00-03:00,0.04,0.036000000000000004,0.021,7.375
2022-01-01 22:00:00-03:00,0.0,0.0,0.0,6.061
2022-01-01 23:00:00-03:00,0.0,0.0,0.0,5.201
2022-01-02 00:00:00-03:00,0.0,0.0,0.0,4.631
2022-01-02 01:00:00-03:00,0.0,0.0,0.0,4.191
2022-01-02 02:00:00-03:00,0.0,0.0,0.0,3.826
2022-01-02 03:00:00-03:00,0.0,0.0,0.0,3.544
2022-01-02 04:00:00-03:00,0.0,0.0,0.0,3.316
2022-01-02 05:00:00-03:00,0.011,0.018000000000000002,0.005,3.163
2022-01-02 06:00:00-03:00,0.128,0.097,0.051000000000000004,3.599
2022-01-02 07:00:00-03:00,0.28200000000000003,0.197,0.113,4.495
2022-01-02 08:00:00-03:00,0.38,0.25,0.17,5.515
2022-01-02 09:00:00-03:00,0.375,0.192,0.223,6.413
2022-01-02 10:00:00-03:00,0.395,0.17,0.269,7.045
2022-01-02 11:00:00-03:00,0.458,0.201,0.313,7.69
2022-01-02 12:00:00-03:00,0.524,0.243,0.352,8.273
2022-01-02 13:00:00-03:00,0.6000000000000001,0.28400000000000003,0.40800000000000003,8.811
2022-01-02 14:00:00-03:00,0.616,0.34900000000000003,0.365,9.177
2022-01-02 15:00:00-03:00,0.603,0.38,0.317,9.314
2022-01-02 16:00:00-03:00,0.5650000000000001,0.364,0.28300000000000003,8.988
2022-01-02 17:00:00-03:00,0.462,0.271,0.249,8.447
2022-01-02 18:00:00-03:00,0.511,0.391,0.188,8.108
2022-01-02 19:00:00-03:00,0.463,0.385,0.134,7.45
2022-01-02 20:00:00-03:00,0.209,0.151,0.083,6.3629999999999995
2022-01-02 21:00:00-03:00,0.028,0.023,0.019,5.211
2022-01-02 22:00:00-03:00,0.0,0.0,0.0,4.269
2022-01-02 23:00:00-03:00,0.0,0.0,0.0,3.848
2022-01-03 00:00:00-03:00,0.0,0.0,0.0,3.5869999999999997
2022-01-03 01:00:00-03:00,0.0,0.0,0.0,3.347
2022-01-03 02:00:00-03:00,0.0,0.0,0.0,3.087
2022-01-03 03:00:00-03:00,0.0,0.0,0.0,2.84
2022-01-03 04:00:00-03:00,0.0,0.0,0.0,2.653
2022-01-03 05:00:00-03:00,0.003,0.007,0.004,2.255
2022-01-03 06:00:00-03:00,0.134,0.101,0.053,3.254
2022-01-03 07:00:00-03:00,0.301,0.215,0.117,4.917
2022-01-03 08:00:00-03:00,0.378,0.244,0.17500000000000002,6.8870000000000005
2022-01-03 09:00:00-03:00,0.297,0.111,0.22,7.962
2022-01-03 10:00:00-03:00,0.272,0.063,0.242,8.505
2022-01-03 11:00:00-03:00,0.323,0.074,0.28800000000000003,9.317
2022-01-03 12:00:00-03:00,0.41000000000000003,0.113,0.35000000000000003,10.192
2022-01-03 13:00:00-03:00,0.481,0.122,0.427,10.612
2022-01-03 14:00:00-03:00,0.458,0.128,0.393,10.8
2022-01-03 15:00:00-03:00,0.426,0.14300000000000002,0.341,10.912
2022-01-03 16:00:00-03:00,0.384,0.136,0.298,10.791
2022-01-03 17:00:00-03:00,0.299,0.096,0.242,10.466
2022-01-03 18:00:00-03:00,0.263,0.10300000000000001,0.195,10.241
2022-01-03 19:00:00-03:00,0.262,0.151,0.145,9.789
2022-01-03 20:00:00-03:00,0.183,0.126,0.084,8.624
