local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2017-12-31 21:00:00-03:00,0.042,0.039,0.02,7.844
2017-12-31 22:00:00-03:00,0.0,0.0,0.0,6.549
2017-12-31 23:00:00-03:00,0.0,0.0,0.0,5.739
2018-01-01 00:00:00-03:00,0.0,0.0,0.0,5.046
2018-01-01 01:00:00-03:00,0.0,0.0,0.0,4.565
2018-01-01 02:00:00-03:00,0.0,0.0,0.0,4.173
2018-01-01 03:00:00-03:00,0.0,0.0,0.0,3.92
2018-01-01 04:00:00-03:00,0.0,0.0,0.0,3.849
2018-01-01 05:00:00-03:00,0.003,0.007,0.004,3.693
2018-01-01 06:00:00-03:00,0.056,0.031,0.043000000000000003,4.516
2018-01-01 07:00:00-03:00,0.131,0.053,0.1,5.898
2018-01-01 08:00:00-03:00,0.212,0.077,0.162,7.426
2018-01-01 09:00:00-03:00,0.315,0.124,0.229,8.779
2018-01-01 10:00:00-03:00,0.47100000000000003,0.247,0.289,10.14
2018-01-01 11:00:00-03:00,0.534,0.28600000000000003,0.331,11.347
2018-01-01 12:00:00-03:00,0.578,0.307,0.37,12.337
2018-01-01 13:00:00-03:00,0.582,0.23900000000000002,0.446,12.942
2018-01-01 14:00:00-03:00,0.525,0.2,0.41100000000000003,13.271
2018-01-01 15:00:00-03:00,0.376,0.096,0.334,12.947
2018-01-01 16:00:00-03:00,0.28600000000000003,0.059000000000000004,0.267,12.357
2018-01-01 17:00:00-03:00,0.177,0.025,0.181,11.515
2018-01-01 18:00:00-03:00,0.108,0.013000000000000001,0.11800000000000001,10.619
2018-01-01 19:00:00-03:00,0.067,0.011,0.077,9.807
2018-01-01 20:00:00-03:00,0.028,0.006,0.037,9.001
2018-01-01 21:00:00-03:00,0.005,0.005,0.009000000000000001,8.01
2018-01-01 22:00:00-03:00,0.0,0.0,0.0,7.158
2018-01-01 23:00:00-03:00,0.0,0.0,0.0,6.763
2018-01-02 00:00:00-03:00,0.0,0.0,0.0,6.333
