local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2020-12-31 21:00:00-03:00,0.002,0.001,0.007,11.809
2020-12-31 22:00:00-03:00,0.0,0.0,0.0,11.332
2020-12-31 23:00:00-03:00,0.0,0.0,0.0,10.999
2021-01-01 00:00:00-03:00,0.0,0.0,0.0,10.853
2021-01-01 01:00:00-03:00,0.0,0.0,0.0,10.802
2021-01-01 02:00:00-03:00,0.0,0.0,0.0,10.704
2021-01-01 03:00:00-03:00,0.0,0.0,0.0,10.537
2021-01-01 04:00:00-03:00,0.0,0.0,0.0,10.378
2021-01-01 05:00:00-03:00,0.004,0.008,0.005,10.324
2021-01-01 06:00:00-03:00,0.031,0.012,0.035,10.842
2021-01-01 07:00:00-03:00,0.028,0.003,0.041,11.222
2021-01-01 08:00:00-03:00,0.048,0.004,0.063,11.591
2021-01-01 09:00:00-03:00,0.085,0.006,0.10200000000000001,11.989
2021-01-01 10:00:00-03:00,0.14400000000000002,0.011,0.16,12.563
2021-01-01 11:00:00-03:00,0.163,0.011,0.182,13.051
2021-01-01 12:00:00-03:00,0.214,0.015,0.233,13.823
2021-01-01 13:00:00-03:00,0.301,0.023,0.325,14.725999999999999
2021-01-01 14:00:00-03:00,0.316,0.036000000000000004,0.329,15.378
2021-01-01 15:00:00-03:00,0.289,0.042,0.293,15.58
2021-01-01 16:00:00-03:00,0.298,0.063,0.28200000000000003,15.676
2021-01-01 17:00:00-03:00,0.289,0.083,0.252,15.669
2021-01-01 18:00:00-03:00,0.229,0.07,0.196,15.352
2021-01-01 19:00:00-03:00,0.183,0.07200000000000001,0.14300000000000002,14.698
2021-01-01 20:00:00-03:00,0.111,0.055,0.082,13.745
2021-01-01 21:00:00-03:00,0.042,0.039,0.022,12.658
2021-01-01 22:00:00-03:00,0.0,0.0,0.0,11.62
2021-01-01 23:00:00-03:00,0.0,0.0,0.0,10.888
2021-01-02 00:00:00-03:00,0.0,0.0,0.0,10.256
2021-01-02 01:00:00-03:00,0.0,0.0,0.0,9.821
2021-01-02 02:00:00-03:00,0.0,0.0,0.0,9.517
2021-01-02 03:00:00-03:00,0.0,0.0,0.0,9.301
2021-01-02 04:00:00-03:00,0.0,0.0,0.0,9.154
2021-01-02 05:00:00-03:00,0.006,0.011,0.005,8.968
2021-01-02 06:00:00-03:00,0.101,0.075,0.048,9.029
2021-01-02 07:00:00-03:00,0.386,0.328,0.106,9.459
2021-01-02 08:00:00-03:00,0.664,0.653,0.128,10.178
2021-01-02 09:00:00-03:00,0.724,0.706,0.162,10.954
2021-01-02 10:00:00-03:00,0.771,0.751,0.189,11.836
2021-01-02 11:00:00-03:00,0.791,0.762,0.214,12.652
2021-01-02 12:00:00-03:00,0.801,0.767,0.227,13.253
2021-01-02 13:00:00-03:00,0.786,0.748,0.227,13.616
2021-01-02 14:00:00-03:00,0.783,0.737,0.234,13.788
2021-01-02 15:00:00-03:00,0.764,0.709,0.233,13.736
2021-01-02 16:00:00-03:00,0.739,0.6900000000000001,0.214,13.489
2021-01-02 17:00:00-03:00,0.669,0.609,0.194,13.171
2021-01-02 18:00:00-03:00,0.534,0.449,0.17300000000000001,12.745
